标题,地区,位置,具体位置,均价,平方米每元/单位,总价,类型,面积,标签,室厅数,均价/平方米每元
金融街·顺德金悦府,顺德,陈村,广东省佛山市顺德区陈村镇横三路弼教段2号,13000, 元/㎡(均价),总价130-240(万/套),在售,建面 88-138㎡,"佛山楼盘, 低总价, 车位充足, 绿化率高","3室, 4室","13000,  元/㎡(均价)"
广域西江华府,三水,白坭,三水区白坭镇人民东街30号,5500, 元/㎡(均价),总价13.8-16.8(万/套),在售,建面 28-31㎡,"佛山楼盘, 低单价, 低总价, 人车分流",1室,"5500,  元/㎡(均价)"
中梁星图,南海,西樵,南海区西樵镇樵誉路3号,8500, 元/㎡(均价),总价76-95(万/套),在售,建面 89-128㎡,"佛山楼盘, 低单价, 低总价, 人车分流","3室, 4室","8500,  元/㎡(均价)"
勤天熹园,高明,荷城,高明区西江新城荷香路与怡乐路交汇处,8300, 元/㎡(均价),总价65-90(万/套),在售,建面 75-109㎡,"佛山楼盘, 人车分流, 小型社区, 品牌房企","2室, 3室","8300,  元/㎡(均价)"
黎明嘉园,禅城,澜石,黎明路黎明嘉园,17500, 元/㎡(均价),总价159-188(万/套),在售,建面 94-111㎡,"佛山楼盘, 人车分流, 封闭管理, 近地铁",3室,"17500,  元/㎡(均价)"
怡翠晋盛,顺德,乐从,顺德区乐从镇东平居委会佛山新城富华路7号,20000, 元/㎡(均价),总价260-575(万/套),在售,建面 101-364㎡,"佛山楼盘, 绿化率高, 人车分流, 品牌房企",4室,"20000,  元/㎡(均价)"
鸿升·春江明月（春江明月花园）,鹤山市,鹤山市,西江大堤鸿升·春江明月,7500, 元/㎡(均价),总价60-198(万/套),在售,建面 83-189㎡,"楼盘, 人车分流, 大型社区, 大平层","3室, 4室, 5室","7500,  元/㎡(均价)"
时代全球创客小镇,南海,大沥,广东省佛山市南海区桂鸿大道,26000, 元/㎡(均价),总价230-800(万/套),在售,建面 96-239㎡,"佛山楼盘, 人车分流, 大型社区, 品牌房企","3室, 4室","26000,  元/㎡(均价)"
新城盛悦之光,顺德,陈村,顺德区陈村镇赤花社区勤政东路31号,19000, 元/㎡(均价),总价160-220(万/套),在售,建面 85-115㎡,"佛山楼盘, 绿化率高, 人车分流, 品牌房企","3室, 4室","19000,  元/㎡(均价)"
中交滨湖雅郡,四会,大旺,肇庆市四会市大旺大道与曙光街东北侧,6600, 元/㎡(均价),总价75-135(万/套),在售,建面 85-168㎡,"楼盘, 绿化率高, 人车分流, 国央企","3室, 4室","6600,  元/㎡(均价)"
方直星耀国际,顺德,容桂,顺德区容边社区天河路,9800, 元/㎡(均价),总价90-140(万/套),在售,建面 89-127㎡,"佛山楼盘, 低单价, 低总价, 人车分流","2室, 3室, 4室","9800,  元/㎡(均价)"
美的卓越好时光,顺德,北滘,顺德区北滘镇裕和路（广佛环线北滘站旁）,13300, 元/㎡(均价),总价110-235(万/套),在售,建面 82-124㎡,"佛山楼盘, 特价好房, 低总价, 人车分流","2室, 4室","13300,  元/㎡(均价)"
新希望悦珑湾,顺德,陈村,广州南·三龙湾·7号线陈村TOD万达旁,17500, 元/㎡(均价),总价133-252(万/套),在售,建面 25-125㎡,"佛山楼盘, 绿化率高, 人车分流, 品牌房企","1室, 2室, 3室","17500,  元/㎡(均价)"
美的·东樾湾,南海,黄岐,佛山市南海区里水镇里水大道南138号,19500, 元/㎡(均价),总价350(万/套),在售,建面 85-145㎡,"佛山楼盘, 车位充足, 人车分流, 品牌房企",4室,"19500,  元/㎡(均价)"
泰丰千玺湾,禅城,湖景,绿景三路泰丰千玺湾,24000, 元/㎡(均价),总价330-360(万/套),在售,建面 133-143㎡,"佛山楼盘, 人车分流, 封闭管理, 品牌房企","3室, 4室","24000,  元/㎡(均价)"
海伦堡·汇银·玖悦澜湾,禅城,南庄,南庄大道东海伦堡·汇银·玖悦澜湾,11500, 元/㎡(均价),总价120-162(万/套),在售,建面 95-130㎡,"佛山楼盘, 低单价, 低总价, 绿化率高","2室, 3室","11500,  元/㎡(均价)"
中南云锦,三水,乐平,佛山市三水区乐平镇工业路,9300, 元/㎡(均价),总价76-85(万/套),在售,建面 79-110㎡,"佛山楼盘, 低总价, 绿化率高, 人车分流","2室, 3室","9300,  元/㎡(均价)"
黎明嘉园,禅城,澜石,黎明路黎明嘉园,8300, 元/㎡(均价),总价72-202(万/套),在售,建面 72-177㎡,"佛山楼盘, 低单价, 低总价, 近地铁","2室, 3室","8300,  元/㎡(均价)"
明智雅苑,三水,云东海街道,佛山市三水区云东海街道明海路1号,16500, 元/㎡(均价),总价372-800(万/套),在售,建面 238-560㎡,"佛山楼盘, 车位充足, 绿化率高, 置换改善","4室, 6室","16500,  元/㎡(均价)"
正荣力高·观山府,南海,西樵,碧霞二路正荣力高·观山府,11000, 元/㎡(均价),总价95-145(万/套),在售,建面 89-120㎡,"佛山楼盘, 低单价, 低总价, 人车分流","2室, 3室","11000,  元/㎡(均价)"
金地熙悦,顺德,北滘,顺德区北滘西海路与西海大道交汇处,12500, 元/㎡(均价),总价85-100(万/套),在售,建面 76-107㎡,"佛山楼盘, 低单价, 低总价, 绿化率高",2室,"12500,  元/㎡(均价)"
建发德信三堂院,南海,大沥,文华北路建发德信三堂院,17000, 元/㎡(均价),总价160-260(万/套),在售,建面 89-141㎡,"佛山楼盘, 人车分流, 大型社区, 国央企","2室, 3室, 4室","17000,  元/㎡(均价)"
信业汇景台,顺德,龙江,登东公路信业尚上名庭,10000, 元/㎡(均价),总价85-171(万/套),在售,建面 76-132㎡,"佛山楼盘, 低单价, 低总价, 人车分流","2室, 3室, 5室","10000,  元/㎡(均价)"
爱情·印玥万璟府,顺德,容桂,广东省佛山市顺德区聚福路20号,9500, 元/㎡(均价),总价65-89(万/套),在售,建面 69-103㎡,"佛山楼盘, 低单价, 低总价, 人车分流",2室,"9500,  元/㎡(均价)"
建发融创和玺,三水,云东海街道,映云路建发融创和玺营销中心,15000, 元/㎡(均价),总价250(万/套),在售,建面 99-143㎡,"佛山楼盘, 人车分流, 国央企, 品牌房企",4室,"15000,  元/㎡(均价)"
明日阳光,顺德,大良南区,广东省佛山市顺德区南国西路26号,8000, 元/㎡(均价),总价68-105(万/套),在售,建面 78-119㎡,"佛山楼盘, 低单价, 低总价, 人车分流","3室, 4室","8000,  元/㎡(均价)"
嘉濠雅苑,顺德,北滘,陈村镇南涌芸香围18号,8500, 元/㎡(均价),总价32.5-37(万/套),在售,建面 39-41㎡,"佛山楼盘, 低单价, 人车分流, 小型社区",1室,"8500,  元/㎡(均价)"
粤海拾桂府,禅城,东平,文华南路粤海拾桂府,24000, 元/㎡(均价),总价210-400(万/套),在售,建面 95-200㎡,"佛山楼盘, 人车分流, 大型社区, 国央企","3室, 4室, 5室","24000,  元/㎡(均价)"
远洋北控天成,南海,里水,佛山市南海区里水镇赤坎村远洋北控天成,14800, 元/㎡(均价),总价130-230(万/套),在售,建面 85-128㎡,"佛山楼盘, 低总价, 人车分流, 封闭管理","3室, 4室","14800,  元/㎡(均价)"
博源尚云府,三水,西南街道,广东省佛山市三水区西南街道文锋西路53号博源尚云府营销中心,11000, 元/㎡(均价),总价150-300(万/套),在售,建面 135-210㎡,"佛山楼盘, 人车分流, 封闭管理, 品牌房企","3室, 4室","11000,  元/㎡(均价)"
观景华府,三水,云东海街道,广东省佛山市三水区桃园西路,8500, 元/㎡(均价),总价71-140(万/套),在售,建面 95-148㎡,"佛山楼盘, 低总价, 绿化率高, 人车分流","2室, 3室, 4室","8500,  元/㎡(均价)"
万科璞悦山,南海,三山,广东省佛山市南海区环岛东路8号,18500, 元/㎡(均价),总价170-1066(万/套),在售,建面 87-235㎡,"佛山楼盘, 人车分流, 大型社区, 国央企","3室, 4室","18500,  元/㎡(均价)"
旭辉恒基铂仕湾,禅城,张槎,忠信路旭辉恒基铂仕湾,15000, 元/㎡(均价),总价130-204(万/套),在售,建面 85-141㎡,"佛山楼盘, 人车分流, 封闭管理, 品牌房企","3室, 4室","15000,  元/㎡(均价)"
金地招商臻玥府,顺德,容桂,广东省佛山市顺德区顺丝路25号,10300, 元/㎡(均价),总价100-135(万/套),在售,建面 87-107㎡,"佛山楼盘, 低单价, 低总价, 人车分流","2室, 3室","10300,  元/㎡(均价)"
美的滨湖学府,南海,里水,广东省佛山市南海区S361(里水大道南),17000, 元/㎡(均价),总价170-350(万/套),在售,建面 93-295㎡,"佛山楼盘, 人车分流, 小型社区, 品牌房企","3室, 4室","17000,  元/㎡(均价)"
大华紫樾府,禅城,张槎,智慧路大华紫樾府,17500, 元/㎡(均价),总价180-650(万/套),在售,建面 88-168㎡,"佛山楼盘, 人车分流, 大型社区, 品牌房企","2室, 3室, 4室","17500,  元/㎡(均价)"
保利智慧云城,顺德,杏坛,顺德区新齐宁路与东乐路交叉口东南20米,9800, 元/㎡(均价),总价80-120(万/套),在售,建面 80-117㎡,"佛山楼盘, 低单价, 低总价, 人车分流","3室, 4室","9800,  元/㎡(均价)"
岭南澳苑,三水,乐平,南边大道18-20号,6500, 元/㎡(均价),总价62(万/套),在售,建面 88-90㎡,"佛山楼盘, 低单价, 低总价, 绿化率高",3室,"6500,  元/㎡(均价)"
信业·珀丽湾,高要区,高要,万福路1号,4000, 元/㎡(均价),总价49-68(万/套),在售,建面 94-132㎡,"楼盘, 低单价, 低总价, 绿化率高","3室, 4室","4000,  元/㎡(均价)"
港龙滨江公园,顺德,伦教,广珠公路港龙·滨江公园,13500, 元/㎡(均价),总价105-221(万/套),在售,建面 83-136㎡,"佛山楼盘, 低总价, 人车分流, 封闭管理","3室, 4室, 5室","13500,  元/㎡(均价)"
金地中南新城大境,顺德,乐从,佛山市顺德乐从镇新隆村钢铁大道北侧,12000, 元/㎡(均价),总价92-131(万/套),在售,建面 77-106㎡,"佛山楼盘, 低单价, 低总价, 人车分流","2室, 3室","12000,  元/㎡(均价)"
华发滨江府,顺德,乐从,钢顺三路华发滨江府,17500, 元/㎡(均价),总价155-300(万/套),在售,建面 87-142㎡,"佛山楼盘, 人车分流, 封闭管理, 国央企","2室, 4室","17500,  元/㎡(均价)"
保利铂悦府,顺德,容桂,广东省佛山市顺德区昌德西路26号,10500, 元/㎡(均价),总价91-170(万/套),在售,建面 93-141㎡,"佛山楼盘, 低单价, 低总价, 人车分流","3室, 4室","10500,  元/㎡(均价)"
安联尚璟府,高明,荷城,凤凰路安联尚璟府,10000, 元/㎡(均价),总价105-135(万/套),在售,建面 95-119㎡,"佛山楼盘, 人车分流, 封闭管理, 国央企","2室, 3室","10000,  元/㎡(均价)"
恩歌源·享城,鼎湖区,鼎湖,东进大道恩歌源·享城,4800, 元/㎡(均价),总价46-80(万/套),在售,建面 91-146㎡,"楼盘, 低单价, 低总价, 人车分流","3室, 4室, 5室","4800,  元/㎡(均价)"
义兴壹品,四会,大旺,曙光街214-226号,5500, 元/㎡(均价),总价58(万/套),在售,建面 106-108㎡,"楼盘, 低单价, 低总价, 绿化率高",3室,"5500,  元/㎡(均价)"
凯蓝江畔名轩,顺德,容桂,容港路凯蓝江畔名轩,10000, 元/㎡(均价),总价77-85(万/套),在售,建面 64-75㎡,"佛山楼盘, 低单价, 低总价, 绿化率高",2室,"10000,  元/㎡(均价)"
建投恒福壹号,禅城,湖景,湖景路建投恒福壹号,33000, 元/㎡(均价),总价570-900(万/套),在售,建面 177-236㎡,"佛山楼盘, 车位充足, 人车分流, 近地铁",4室,"33000,  元/㎡(均价)"
灯湖首府,禅城,祖庙,佛山大道北48号,15000, 元/㎡(均价),总价110-160(万/套),在售,建面 66-111㎡,"佛山楼盘, 低总价, 人车分流, 小型社区","2室, 3室","15000,  元/㎡(均价)"
鹤山·中汇名庭,鹤山市,鹤山市,鹤山大道鹤山·中汇名庭,7800, 元/㎡(均价),总价65-130(万/套),在售,建面 87-133㎡,"楼盘, 车位充足, 人车分流, 公交直达","3室, 4室, 5室","7800,  元/㎡(均价)"
新华城,鹤山市,鹤山市,鹤山大道新华城,7500, 元/㎡(均价),总价61-170(万/套),在售,建面 78-213㎡,"楼盘, 绿化率高, 人车分流, 公交直达","2室, 3室, 4室","7500,  元/㎡(均价)"
远大建管帝景湾,顺德,伦教,伦常北路远大建管帝景湾,13000, 元/㎡(均价),总价95-161(万/套),在售,建面 85-140㎡,"佛山楼盘, 低总价, 人车分流, 大型社区","2室, 3室, 4室","13000,  元/㎡(均价)"
越秀·御湖台,南海,狮山,兴业北路越秀·御湖台,16000, 元/㎡(均价),总价150-473(万/套),在售,建面 95-240㎡,"佛山楼盘, 车位充足, 人车分流, 国央企","3室, 4室","16000,  元/㎡(均价)"
汇源新都,鹤山市,鹤山市,广东省江门市鹤山市,5700, 元/㎡(均价),总价45-63(万/套),在售,建面 88-100㎡,"楼盘, 绿化率高, 人车分流, 公交直达",3室,"5700,  元/㎡(均价)"
泰丰千语庭,禅城,澜石,澜石一路泰丰千语庭,17500, 元/㎡(均价),总价150-200(万/套),在售,建面 83-108㎡,"佛山楼盘, 绿化率高, 人车分流, 品牌房企","3室, 4室","17500,  元/㎡(均价)"
明智雅苑,三水,云东海街道,佛山市三水区云东海街道明海路1号,13000, 元/㎡(均价),总价80(万/套),在售,建面 89㎡,"佛山楼盘, 低单价, 人车分流, 封闭管理",1室,"13000,  元/㎡(均价)"
保利灯湖天珺,南海,盐步,穗盐西路9号,30000, 元/㎡(均价),总价280-1000(万/套),在售,建面 100-238㎡,"佛山楼盘, 车位充足, 绿化率高, 国央企","3室, 4室, 5室","30000,  元/㎡(均价)"
信业汇景台,顺德,龙江,登东公路信业汇景台,18000, 元/㎡(均价),总价56(万/套),在售,,"佛山楼盘, 低总价, 人车分流, 封闭管理",,"18000,  元/㎡(均价)"
侨银控股银湖湾畔,三水,乐平,新城路南13号,13000, 元/㎡(均价),总价115-206(万/套),在售,建面 96-173㎡,"佛山楼盘, 人车分流, 封闭管理, 品牌房企","3室, 4室, 5室","13000,  元/㎡(均价)"
三龙湾保利和颂,禅城,湖景,广东省佛山市禅城区华祥路,22000, 元/㎡(均价),总价245-405(万/套),在售,建面 86-143㎡,"佛山楼盘, 人车分流, 大型社区, 国央企",3室,"22000,  元/㎡(均价)"
融佳臻园,三水,西南街道,三水区西南街道塘福路1号,9800, 元/㎡(均价),总价87-230(万/套),在售,建面 89-180㎡,"佛山楼盘, 低总价, 人车分流, 小型社区","3室, 4室","9800,  元/㎡(均价)"
锦绣半岛,南海,狮山,狮山镇办事处小小路1号,12000, 元/㎡(均价),总价176-410(万/套),在售,建面 100-205㎡,"佛山楼盘, 低单价, 低总价, 车位充足","3室, 4室","12000,  元/㎡(均价)"
保利珺悦府,顺德,北滘,北滘新城美的大道站D出口,19500, 元/㎡(均价),总价480(万/套),在售,建面 119-240㎡,"佛山楼盘, 车位充足, 人车分流, 国央企",4室,"19500,  元/㎡(均价)"
鸿升·春江明月（春江明月花园）,鹤山市,鹤山市,西江大堤鸿升·春江明月,15000, 元/㎡(均价),总价320-332(万/套),在售,建面 202-221㎡,"楼盘, 人车分流, 大型社区, 品牌房企",6室,"15000,  元/㎡(均价)"
保利珺悦府,顺德,北滘,美的大道保利珺悦府,26000, 元/㎡(均价),总价550(万/套),在售,建面 196㎡,"佛山楼盘, 车位充足, 人车分流, 国央企",4室,"26000,  元/㎡(均价)"
城发·悦城峯境,禅城,张槎,东平路城发·悦城峯境,22000, 元/㎡(均价),总价430-800(万/套),在售,建面 178-345㎡,"佛山楼盘, 车位充足, 人车分流, 国央企","3室, 4室","22000,  元/㎡(均价)"
樵顺花苑,高明,荷城,大成路樵顺花苑,7500, 元/㎡(均价),总价71-93(万/套),在售,建面 91-120㎡,"佛山楼盘, 人车分流, 小型社区, 小三居","3室, 4室","7500,  元/㎡(均价)"
顺控金地熙悦湾,顺德,勒流,顺德区勒流街道南国西路以南、龙海路以西,8500, 元/㎡(均价),总价75-115(万/套),在售,建面 86-130㎡,"佛山楼盘, 低单价, 低总价, 人车分流","2室, 3室, 4室","8500,  元/㎡(均价)"
华福·金湾水岸,顺德,伦教,广东省佛山市顺德区,13000, 元/㎡(均价),总价115-270(万/套),在售,建面 94-175㎡,"佛山楼盘, 低总价, 人车分流, 封闭管理","2室, 4室","13000,  元/㎡(均价)"
保利天悦,南海,千灯湖,清风西路保利天悦,18000, 元/㎡(均价),总价130-500(万/套),在售,建面 63-188㎡,"佛山楼盘, 车位充足, 人车分流, 国央企","1室, 2室, 3室","18000,  元/㎡(均价)"
锦绣春江花园,鼎湖区,鼎湖,天后路锦绣春江花园,6000, 元/㎡(均价),总价48-79(万/套),在售,建面 71-126㎡,"楼盘, 人车分流, 封闭管理, 旅游地产","2室, 3室, 4室","6000,  元/㎡(均价)"
溪湾华府,高要区,,肇庆市高要区大湾镇平埔开发区怡发工业大道8号,4800, 元/㎡(均价),总价39-53(万/套),在售,建面 94-127㎡,"楼盘, 低单价, 低总价, 绿化率高","3室, 4室","4800,  元/㎡(均价)"
保利天汇,南海,平洲,佛山市南海区清风路桂城街道,35000, 元/㎡(均价),总价330-1500(万/套),在售,建面 128-299㎡,"佛山楼盘, 车位充足, 人车分流, 国央企","4室, 5室","35000,  元/㎡(均价)"
凯景半岛,高明,荷城,苏河路凯景半岛,8000, 元/㎡(均价),总价66-90(万/套),在售,建面 82-120㎡,"佛山楼盘, 人车分流, 小型社区, 公交直达","3室, 4室","8000,  元/㎡(均价)"
啟骏琅逸轩,南海,黄岐,广东省佛山市南海区黄海路26号,22000, 元/㎡(均价),总价220(万/套),在售,建面 105㎡,"佛山楼盘, 低密居所, 人车分流, 公交直达",3室,"22000,  元/㎡(均价)"
