字段1_文本,字段3,字段4,字段6,字段7_文本,字段8,字段9,字段10,字段11,字段13,字段14,字段15,字段16,字段17,字段18,字段19
黎明嘉园,在售,禅城,澜石,黎明路黎明嘉园,3室,,,建面 94-111㎡,佛山楼盘,人车分流,封闭管理,近地铁,17500, 元/㎡(均价),总价159-188(万/套)
怡翠晋盛,在售,顺德,乐从,顺德区乐从镇东平居委会佛山新城富华路7号,4室,,,建面 101-364㎡,佛山楼盘,绿化率高,人车分流,品牌房企,20000, 元/㎡(均价),总价260-575(万/套)
鸿升·春江明月（春江明月花园）,在售,鹤山市,鹤山市,西江大堤鸿升·春江明月,3室,4室,5室,建面 83-189㎡,楼盘,人车分流,大型社区,大平层,7500, 元/㎡(均价),总价60-198(万/套)
时代全球创客小镇,在售,南海,大沥,广东省佛山市南海区桂鸿大道,3室,4室,,建面 96-239㎡,佛山楼盘,人车分流,大型社区,品牌房企,26000, 元/㎡(均价),总价230-800(万/套)
新城盛悦之光,在售,顺德,陈村,顺德区陈村镇赤花社区勤政东路31号,3室,4室,,建面 85-115㎡,佛山楼盘,绿化率高,人车分流,品牌房企,19000, 元/㎡(均价),总价160-220(万/套)
中交滨湖雅郡,在售,四会,大旺,肇庆市四会市大旺大道与曙光街东北侧,3室,4室,,建面 85-168㎡,楼盘,绿化率高,人车分流,国央企,6600, 元/㎡(均价),总价75-135(万/套)
方直星耀国际,在售,顺德,容桂,顺德区容边社区天河路,2室,3室,4室,建面 89-127㎡,佛山楼盘,低单价,低总价,人车分流,9800, 元/㎡(均价),总价90-140(万/套)
美的卓越好时光,在售,顺德,北滘,顺德区北滘镇裕和路（广佛环线北滘站旁）,2室,4室,,建面 82-124㎡,佛山楼盘,特价好房,低总价,人车分流,13300, 元/㎡(均价),总价110-235(万/套)
新希望悦珑湾,在售,顺德,陈村,广州南·三龙湾·7号线陈村TOD万达旁,1室,2室,3室,建面 25-125㎡,佛山楼盘,绿化率高,人车分流,品牌房企,17500, 元/㎡(均价),总价133-252(万/套)
美的·东樾湾,在售,南海,黄岐,佛山市南海区里水镇里水大道南138号,4室,,,建面 85-145㎡,佛山楼盘,车位充足,人车分流,品牌房企,19500, 元/㎡(均价),总价350(万/套)
泰丰千玺湾,在售,禅城,湖景,绿景三路泰丰千玺湾,3室,4室,,建面 133-143㎡,佛山楼盘,人车分流,封闭管理,品牌房企,24000, 元/㎡(均价),总价330-360(万/套)
海伦堡·汇银·玖悦澜湾,在售,禅城,南庄,南庄大道东海伦堡·汇银·玖悦澜湾,2室,3室,,建面 95-130㎡,佛山楼盘,低单价,低总价,绿化率高,11500, 元/㎡(均价),总价120-162(万/套)
中南云锦,在售,三水,乐平,佛山市三水区乐平镇工业路,2室,3室,,建面 79-110㎡,佛山楼盘,低总价,绿化率高,人车分流,9300, 元/㎡(均价),总价76-85(万/套)
黎明嘉园,在售,禅城,澜石,黎明路黎明嘉园,2室,3室,,建面 72-177㎡,佛山楼盘,低单价,低总价,近地铁,8300, 元/㎡(均价),总价72-202(万/套)
明智雅苑,在售,三水,云东海街道,佛山市三水区云东海街道明海路1号,4室,6室,,建面 238-560㎡,佛山楼盘,车位充足,绿化率高,置换改善,16500, 元/㎡(均价),总价372-800(万/套)
正荣力高·观山府,在售,南海,西樵,碧霞二路正荣力高·观山府,2室,3室,,建面 89-120㎡,佛山楼盘,低单价,低总价,人车分流,11000, 元/㎡(均价),总价95-145(万/套)
金地熙悦,在售,顺德,北滘,顺德区北滘西海路与西海大道交汇处,2室,,,建面 76-107㎡,佛山楼盘,低单价,低总价,绿化率高,12500, 元/㎡(均价),总价85-100(万/套)
建发德信三堂院,在售,南海,大沥,文华北路建发德信三堂院,2室,3室,4室,建面 89-141㎡,佛山楼盘,人车分流,大型社区,国央企,17000, 元/㎡(均价),总价160-260(万/套)
信业汇景台,在售,顺德,龙江,登东公路信业尚上名庭,2室,3室,5室,建面 76-132㎡,佛山楼盘,低单价,低总价,人车分流,10000, 元/㎡(均价),总价85-171(万/套)
爱情·印玥万璟府,在售,顺德,容桂,广东省佛山市顺德区聚福路20号,2室,,,建面 69-103㎡,佛山楼盘,低单价,低总价,人车分流,9500, 元/㎡(均价),总价65-89(万/套)
建发融创和玺,在售,三水,云东海街道,映云路建发融创和玺营销中心,4室,,,建面 99-143㎡,佛山楼盘,人车分流,国央企,品牌房企,15000, 元/㎡(均价),总价250(万/套)
明日阳光,在售,顺德,大良南区,广东省佛山市顺德区南国西路26号,3室,4室,,建面 78-119㎡,佛山楼盘,低单价,低总价,人车分流,8000, 元/㎡(均价),总价68-105(万/套)
嘉濠雅苑,在售,顺德,北滘,陈村镇南涌芸香围18号,1室,,,建面 39-41㎡,佛山楼盘,低单价,人车分流,小型社区,8500, 元/㎡(均价),总价32.5-37(万/套)
粤海拾桂府,在售,禅城,东平,文华南路粤海拾桂府,3室,4室,5室,建面 95-200㎡,佛山楼盘,人车分流,大型社区,国央企,24000, 元/㎡(均价),总价210-400(万/套)
远洋北控天成,在售,南海,里水,佛山市南海区里水镇赤坎村远洋北控天成,3室,4室,,建面 85-128㎡,佛山楼盘,低总价,人车分流,封闭管理,14800, 元/㎡(均价),总价130-230(万/套)
博源尚云府,在售,三水,西南街道,广东省佛山市三水区西南街道文锋西路53号博源尚云府营销中心,3室,4室,,建面 135-210㎡,佛山楼盘,人车分流,封闭管理,品牌房企,11000, 元/㎡(均价),总价150-300(万/套)
观景华府,在售,三水,云东海街道,广东省佛山市三水区桃园西路,2室,3室,4室,建面 95-148㎡,佛山楼盘,低总价,绿化率高,人车分流,8500, 元/㎡(均价),总价71-140(万/套)
万科璞悦山,在售,南海,三山,广东省佛山市南海区环岛东路8号,3室,4室,,建面 87-235㎡,佛山楼盘,人车分流,大型社区,国央企,18500, 元/㎡(均价),总价170-1066(万/套)
旭辉恒基铂仕湾,在售,禅城,张槎,忠信路旭辉恒基铂仕湾,3室,4室,,建面 85-141㎡,佛山楼盘,人车分流,封闭管理,品牌房企,15000, 元/㎡(均价),总价130-204(万/套)
金地招商臻玥府,在售,顺德,容桂,广东省佛山市顺德区顺丝路25号,2室,3室,,建面 87-107㎡,佛山楼盘,低单价,低总价,人车分流,10300, 元/㎡(均价),总价100-135(万/套)
美的滨湖学府,在售,南海,里水,广东省佛山市南海区S361(里水大道南),3室,4室,,建面 93-295㎡,佛山楼盘,人车分流,小型社区,品牌房企,17000, 元/㎡(均价),总价170-350(万/套)
大华紫樾府,在售,禅城,张槎,智慧路大华紫樾府,2室,3室,4室,建面 88-168㎡,佛山楼盘,人车分流,大型社区,品牌房企,17500, 元/㎡(均价),总价180-650(万/套)
保利智慧云城,在售,顺德,杏坛,顺德区新齐宁路与东乐路交叉口东南20米,3室,4室,,建面 80-117㎡,佛山楼盘,低单价,低总价,人车分流,9800, 元/㎡(均价),总价80-120(万/套)
岭南澳苑,在售,三水,乐平,南边大道18-20号,3室,,,建面 88-90㎡,佛山楼盘,低单价,低总价,绿化率高,6500, 元/㎡(均价),总价62(万/套)
信业·珀丽湾,在售,高要区,高要,万福路1号,3室,4室,,建面 94-132㎡,楼盘,低单价,低总价,绿化率高,4000, 元/㎡(均价),总价49-68(万/套)
港龙滨江公园,在售,顺德,伦教,广珠公路港龙·滨江公园,3室,4室,5室,建面 83-136㎡,佛山楼盘,低总价,人车分流,封闭管理,13500, 元/㎡(均价),总价105-221(万/套)
金地中南新城大境,在售,顺德,乐从,佛山市顺德乐从镇新隆村钢铁大道北侧,2室,3室,,建面 77-106㎡,佛山楼盘,低单价,低总价,人车分流,12000, 元/㎡(均价),总价92-131(万/套)
华发滨江府,在售,顺德,乐从,钢顺三路华发滨江府,2室,4室,,建面 87-142㎡,佛山楼盘,人车分流,封闭管理,国央企,17500, 元/㎡(均价),总价155-300(万/套)
保利铂悦府,在售,顺德,容桂,广东省佛山市顺德区昌德西路26号,3室,4室,,建面 93-141㎡,佛山楼盘,低单价,低总价,人车分流,10500, 元/㎡(均价),总价91-170(万/套)
安联尚璟府,在售,高明,荷城,凤凰路安联尚璟府,2室,3室,,建面 95-119㎡,佛山楼盘,人车分流,封闭管理,国央企,10000, 元/㎡(均价),总价105-135(万/套)
恩歌源·享城,在售,鼎湖区,鼎湖,东进大道恩歌源·享城,3室,4室,5室,建面 91-146㎡,楼盘,低单价,低总价,人车分流,4800, 元/㎡(均价),总价46-80(万/套)
义兴壹品,在售,四会,大旺,曙光街214-226号,3室,,,建面 106-108㎡,楼盘,低单价,低总价,绿化率高,5500, 元/㎡(均价),总价58(万/套)
凯蓝江畔名轩,在售,顺德,容桂,容港路凯蓝江畔名轩,2室,,,建面 64-75㎡,佛山楼盘,低单价,低总价,绿化率高,10000, 元/㎡(均价),总价77-85(万/套)
建投恒福壹号,在售,禅城,湖景,湖景路建投恒福壹号,4室,,,建面 177-236㎡,佛山楼盘,车位充足,人车分流,近地铁,33000, 元/㎡(均价),总价570-900(万/套)
灯湖首府,在售,禅城,祖庙,佛山大道北48号,2室,3室,,建面 66-111㎡,佛山楼盘,低总价,人车分流,小型社区,15000, 元/㎡(均价),总价110-160(万/套)
鹤山·中汇名庭,在售,鹤山市,鹤山市,鹤山大道鹤山·中汇名庭,3室,4室,5室,建面 87-133㎡,楼盘,车位充足,人车分流,公交直达,7800, 元/㎡(均价),总价65-130(万/套)
新华城,在售,鹤山市,鹤山市,鹤山大道新华城,2室,3室,4室,建面 78-213㎡,楼盘,绿化率高,人车分流,公交直达,7500, 元/㎡(均价),总价61-170(万/套)
远大建管帝景湾,在售,顺德,伦教,伦常北路远大建管帝景湾,2室,3室,4室,建面 85-140㎡,佛山楼盘,低总价,人车分流,大型社区,13000, 元/㎡(均价),总价95-161(万/套)
越秀·御湖台,在售,南海,狮山,兴业北路越秀·御湖台,3室,4室,,建面 95-240㎡,佛山楼盘,车位充足,人车分流,国央企,16000, 元/㎡(均价),总价150-473(万/套)
汇源新都,在售,鹤山市,鹤山市,广东省江门市鹤山市,3室,,,建面 88-100㎡,楼盘,绿化率高,人车分流,公交直达,5700, 元/㎡(均价),总价45-63(万/套)
泰丰千语庭,在售,禅城,澜石,澜石一路泰丰千语庭,3室,4室,,建面 83-108㎡,佛山楼盘,绿化率高,人车分流,品牌房企,17500, 元/㎡(均价),总价150-200(万/套)
明智雅苑,在售,三水,云东海街道,佛山市三水区云东海街道明海路1号,1室,,,建面 89㎡,佛山楼盘,低单价,人车分流,封闭管理,13000, 元/㎡(均价),总价80(万/套)
保利灯湖天珺,在售,南海,盐步,穗盐西路9号,3室,4室,5室,建面 100-238㎡,佛山楼盘,车位充足,绿化率高,国央企,30000, 元/㎡(均价),总价280-1000(万/套)
信业汇景台,在售,顺德,龙江,登东公路信业汇景台,,,,,佛山楼盘,低总价,人车分流,封闭管理,18000, 元/㎡(均价),总价56(万/套)
侨银控股银湖湾畔,在售,三水,乐平,新城路南13号,3室,4室,5室,建面 96-173㎡,佛山楼盘,人车分流,封闭管理,品牌房企,13000, 元/㎡(均价),总价115-206(万/套)
三龙湾保利和颂,在售,禅城,湖景,广东省佛山市禅城区华祥路,3室,,,建面 86-143㎡,佛山楼盘,人车分流,大型社区,国央企,22000, 元/㎡(均价),总价245-405(万/套)
融佳臻园,在售,三水,西南街道,三水区西南街道塘福路1号,3室,4室,,建面 89-180㎡,佛山楼盘,低总价,人车分流,小型社区,9800, 元/㎡(均价),总价87-230(万/套)
锦绣半岛,在售,南海,狮山,狮山镇办事处小小路1号,3室,4室,,建面 100-205㎡,佛山楼盘,低单价,低总价,车位充足,12000, 元/㎡(均价),总价176-410(万/套)
保利珺悦府,在售,顺德,北滘,北滘新城美的大道站D出口,4室,,,建面 119-240㎡,佛山楼盘,车位充足,人车分流,国央企,19500, 元/㎡(均价),总价480(万/套)
鸿升·春江明月（春江明月花园）,在售,鹤山市,鹤山市,西江大堤鸿升·春江明月,6室,,,建面 202-221㎡,楼盘,人车分流,大型社区,品牌房企,15000, 元/㎡(均价),总价320-332(万/套)
保利珺悦府,在售,顺德,北滘,美的大道保利珺悦府,4室,,,建面 196㎡,佛山楼盘,车位充足,人车分流,国央企,26000, 元/㎡(均价),总价550(万/套)
城发·悦城峯境,在售,禅城,张槎,东平路城发·悦城峯境,3室,4室,,建面 178-345㎡,佛山楼盘,车位充足,人车分流,国央企,22000, 元/㎡(均价),总价430-800(万/套)
樵顺花苑,在售,高明,荷城,大成路樵顺花苑,3室,4室,,建面 91-120㎡,佛山楼盘,人车分流,小型社区,小三居,7500, 元/㎡(均价),总价71-93(万/套)
顺控金地熙悦湾,在售,顺德,勒流,顺德区勒流街道南国西路以南、龙海路以西,2室,3室,4室,建面 86-130㎡,佛山楼盘,低单价,低总价,人车分流,8500, 元/㎡(均价),总价75-115(万/套)
华福·金湾水岸,在售,顺德,伦教,广东省佛山市顺德区,2室,4室,,建面 94-175㎡,佛山楼盘,低总价,人车分流,封闭管理,13000, 元/㎡(均价),总价115-270(万/套)
保利天悦,在售,南海,千灯湖,清风西路保利天悦,1室,2室,3室,建面 63-188㎡,佛山楼盘,车位充足,人车分流,国央企,18000, 元/㎡(均价),总价130-500(万/套)
锦绣春江花园,在售,鼎湖区,鼎湖,天后路锦绣春江花园,2室,3室,4室,建面 71-126㎡,楼盘,人车分流,封闭管理,旅游地产,6000, 元/㎡(均价),总价48-79(万/套)
溪湾华府,在售,高要区,,肇庆市高要区大湾镇平埔开发区怡发工业大道8号,3室,4室,,建面 94-127㎡,楼盘,低单价,低总价,绿化率高,4800, 元/㎡(均价),总价39-53(万/套)
保利天汇,在售,南海,平洲,佛山市南海区清风路桂城街道,4室,5室,,建面 128-299㎡,佛山楼盘,车位充足,人车分流,国央企,35000, 元/㎡(均价),总价330-1500(万/套)
凯景半岛,在售,高明,荷城,苏河路凯景半岛,3室,4室,,建面 82-120㎡,佛山楼盘,人车分流,小型社区,公交直达,8000, 元/㎡(均价),总价66-90(万/套)
啟骏琅逸轩,在售,南海,黄岐,广东省佛山市南海区黄海路26号,3室,,,建面 105㎡,佛山楼盘,低密居所,人车分流,公交直达,22000, 元/㎡(均价),总价220(万/套)
保利三龙湾天珺,在售,禅城,湖景,东平路保利三龙湾天珺,4室,5室,,建面 192-354㎡,佛山楼盘,车位充足,人车分流,国央企,40000, 元/㎡(均价),总价970-1600(万/套)
越秀星汇文瀚,在售,南海,平洲,夏东路越秀星汇文瀚,3室,4室,,建面 85-115㎡,佛山楼盘,人车分流,小型社区,国央企,23000, 元/㎡(均价),总价175-275(万/套)
融基齐家湖壹号,在售,三水,乐平,佛山市三水区乐平镇儒家天下文化公园旁,3室,4室,,建面 98-178㎡,佛山楼盘,特价好房,车位充足,绿化率高,9500, 元/㎡(均价),总价95-170(万/套)
天樾华园,在售,禅城,澜石,广东省佛山市禅城区黎明路8号,3室,4室,,建面 93-139㎡,佛山楼盘,低总价,车位充足,绿化率高,15500, 元/㎡(均价),总价140-238(万/套)
君汇熙庭,在售,四会,,汇林路君汇熙庭,2室,3室,,建面 67-108㎡,楼盘,低总价,人车分流,大型社区,6800, 元/㎡(均价),总价45-55(万/套)
城发灯湖悦园,在售,禅城,祖庙,佛山市禅城区海五路与货站路交汇处,2室,3室,4室,建面 83-118㎡,佛山楼盘,人车分流,大型社区,国央企,16000, 元/㎡(均价),总价135-200(万/套)
保利新汇城,在售,禅城,祖庙,广东省佛山市禅城区佛罗路45号,,,,,佛山楼盘,人车分流,大型社区,国央企,25000, 元/㎡(均价),总价170(万/套)
捷和广场三期水溋坊,在售,三水,云东海街道,南丰大道捷和广场三期水溋坊,2室,3室,4室,建面 80-119㎡,佛山楼盘,低总价,绿化率高,人车分流,8600, 元/㎡(均价),总价68-118(万/套)
东建映月湖壹号,在售,南海,平洲,和洲路东建映月湖壹号,4室,5室,,建面 160-320㎡,佛山楼盘,车位充足,人车分流,品牌房企,35000, 元/㎡(均价),总价500-1300(万/套)
华侨城天鹅堡二期,在售,顺德,大良东区,佛山市顺德区大良街道欢乐大道2号,3室,4室,5室,建面 109-315㎡,佛山楼盘,车位充足,人车分流,国央企,22000, 元/㎡(均价),总价240-820(万/套)
建发融创和玺,在售,三水,云东海街道,广东省佛山市三水区韵丰路,1室,,,建面 16-81㎡,佛山楼盘,人车分流,封闭管理,国央企,25000, 元/㎡(均价),总价60-160(万/套)
顺控•桂樾台,在售,顺德,容桂,文海西路12号,2室,3室,,建面 89-125㎡,佛山楼盘,优惠楼盘,低单价,封闭管理,9500, 元/㎡(均价),总价85-125(万/套)
九峯台,在售,高明,荷城,高明区荷城街道秀湾路88号,4室,,,建面 165-200㎡,佛山楼盘,车位充足,人车分流,公交直达,9500, 元/㎡(均价),总价156-190(万/套)
北岸美庐,在售,顺德,乐从,佛山市顺德区沙滘北村美景路1号,3室,4室,6室,建面 107-350㎡,佛山楼盘,低单价,人车分流,封闭管理,10000, 元/㎡(均价),总价128-400(万/套)
顺伦海心明月,在售,顺德,伦教,顺德区彩虹路与奋业路交叉口东北120米,2室,3室,,建面 75-120㎡,佛山楼盘,低单价,低总价,人车分流,11000, 元/㎡(均价),总价75-140(万/套)
