标题,地区,位置,具体位置,resblock-tag1 resblock-tag_resblock-type_resblock-tag2_resblock-tag3,均价/平方米每元,总价,类型,室厅数,面积
泰丰千玺湾,禅城,湖景,绿景三路泰丰千玺湾,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",24000,总价330-360(万/套),在售,"3室, 4室",建面 133-143㎡
海伦堡·汇银·玖悦澜湾,禅城,南庄,南庄大道东海伦堡·汇银·玖悦澜湾,"佛山楼盘, 低单价, 低总价, 绿化率高",11500,总价120-162(万/套),在售,"2室, 3室",建面 95-130㎡
中南云锦,三水,乐平,佛山市三水区乐平镇工业路,"佛山楼盘, 低总价, 绿化率高, 人车分流",9300,总价76-85(万/套),在售,"2室, 3室",建面 79-110㎡
黎明嘉园,禅城,澜石,黎明路黎明嘉园,"佛山楼盘, 低单价, 低总价, 近地铁",8300,总价72-202(万/套),在售,"2室, 3室",建面 72-177㎡
明智雅苑,三水,云东海街道,佛山市三水区云东海街道明海路1号,"佛山楼盘, 车位充足, 绿化率高, 置换改善",16500,总价372-800(万/套),在售,"4室, 6室",建面 238-560㎡
正荣力高·观山府,南海,西樵,碧霞二路正荣力高·观山府,"佛山楼盘, 低单价, 低总价, 人车分流",11000,总价95-145(万/套),在售,"2室, 3室",建面 89-120㎡
金地熙悦,顺德,北滘,顺德区北滘西海路与西海大道交汇处,"佛山楼盘, 低单价, 低总价, 绿化率高",12500,总价85-100(万/套),在售,2室,建面 76-107㎡
建发德信三堂院,南海,大沥,文华北路建发德信三堂院,"佛山楼盘, 人车分流, 大型社区, 国央企",17000,总价160-260(万/套),在售,"2室, 3室, 4室",建面 89-141㎡
信业汇景台,顺德,龙江,登东公路信业尚上名庭,"佛山楼盘, 低单价, 低总价, 人车分流",10000,总价85-171(万/套),在售,"2室, 3室, 5室",建面 76-132㎡
爱情·印玥万璟府,顺德,容桂,广东省佛山市顺德区聚福路20号,"佛山楼盘, 低单价, 低总价, 人车分流",9500,总价65-89(万/套),在售,2室,建面 69-103㎡
建发融创和玺,三水,云东海街道,映云路建发融创和玺营销中心,"佛山楼盘, 人车分流, 国央企, 品牌房企",15000,总价250(万/套),在售,4室,建面 99-143㎡
明日阳光,顺德,大良南区,广东省佛山市顺德区南国西路26号,"佛山楼盘, 低单价, 低总价, 人车分流",8000,总价68-105(万/套),在售,"3室, 4室",建面 78-119㎡
嘉濠雅苑,顺德,北滘,陈村镇南涌芸香围18号,"佛山楼盘, 低单价, 人车分流, 小型社区",8500,总价32.5-37(万/套),在售,1室,建面 39-41㎡
粤海拾桂府,禅城,东平,文华南路粤海拾桂府,"佛山楼盘, 人车分流, 大型社区, 国央企",24000,总价210-400(万/套),在售,"3室, 4室, 5室",建面 95-200㎡
远洋北控天成,南海,里水,佛山市南海区里水镇赤坎村远洋北控天成,"佛山楼盘, 低总价, 人车分流, 封闭管理",14800,总价130-230(万/套),在售,"3室, 4室",建面 85-128㎡
博源尚云府,三水,西南街道,广东省佛山市三水区西南街道文锋西路53号博源尚云府营销中心,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",11000,总价150-300(万/套),在售,"3室, 4室",建面 135-210㎡
观景华府,三水,云东海街道,广东省佛山市三水区桃园西路,"佛山楼盘, 低总价, 绿化率高, 人车分流",8500,总价71-140(万/套),在售,"2室, 3室, 4室",建面 95-148㎡
万科璞悦山,南海,三山,广东省佛山市南海区环岛东路8号,"佛山楼盘, 人车分流, 大型社区, 国央企",18500,总价170-1066(万/套),在售,"3室, 4室",建面 87-235㎡
旭辉恒基铂仕湾,禅城,张槎,忠信路旭辉恒基铂仕湾,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",15000,总价130-204(万/套),在售,"3室, 4室",建面 85-141㎡
金地招商臻玥府,顺德,容桂,广东省佛山市顺德区顺丝路25号,"佛山楼盘, 低单价, 低总价, 人车分流",10300,总价100-135(万/套),在售,"2室, 3室",建面 87-107㎡
美的滨湖学府,南海,里水,广东省佛山市南海区S361(里水大道南),"佛山楼盘, 人车分流, 小型社区, 品牌房企",17000,总价170-350(万/套),在售,"3室, 4室",建面 93-295㎡
大华紫樾府,禅城,张槎,智慧路大华紫樾府,"佛山楼盘, 人车分流, 大型社区, 品牌房企",17500,总价180-650(万/套),在售,"2室, 3室, 4室",建面 88-168㎡
保利智慧云城,顺德,杏坛,顺德区新齐宁路与东乐路交叉口东南20米,"佛山楼盘, 低单价, 低总价, 人车分流",9800,总价80-120(万/套),在售,"3室, 4室",建面 80-117㎡
岭南澳苑,三水,乐平,南边大道18-20号,"佛山楼盘, 低单价, 低总价, 绿化率高",6500,总价62(万/套),在售,3室,建面 88-90㎡
信业·珀丽湾,高要区,高要,万福路1号,"楼盘, 低单价, 低总价, 绿化率高",4000,总价49-68(万/套),在售,"3室, 4室",建面 94-132㎡
港龙滨江公园,顺德,伦教,广珠公路港龙·滨江公园,"佛山楼盘, 低总价, 人车分流, 封闭管理",13500,总价105-221(万/套),在售,"3室, 4室, 5室",建面 83-136㎡
金地中南新城大境,顺德,乐从,佛山市顺德乐从镇新隆村钢铁大道北侧,"佛山楼盘, 低单价, 低总价, 人车分流",12000,总价92-131(万/套),在售,"2室, 3室",建面 77-106㎡
华发滨江府,顺德,乐从,钢顺三路华发滨江府,"佛山楼盘, 人车分流, 封闭管理, 国央企",17500,总价155-300(万/套),在售,"2室, 4室",建面 87-142㎡
保利铂悦府,顺德,容桂,广东省佛山市顺德区昌德西路26号,"佛山楼盘, 低单价, 低总价, 人车分流",10500,总价91-170(万/套),在售,"3室, 4室",建面 93-141㎡
安联尚璟府,高明,荷城,凤凰路安联尚璟府,"佛山楼盘, 人车分流, 封闭管理, 国央企",10000,总价105-135(万/套),在售,"2室, 3室",建面 95-119㎡
恩歌源·享城,鼎湖区,鼎湖,东进大道恩歌源·享城,"楼盘, 低单价, 低总价, 人车分流",4800,总价46-80(万/套),在售,"3室, 4室, 5室",建面 91-146㎡
义兴壹品,四会,大旺,曙光街214-226号,"楼盘, 低单价, 低总价, 绿化率高",5500,总价58(万/套),在售,3室,建面 106-108㎡
凯蓝江畔名轩,顺德,容桂,容港路凯蓝江畔名轩,"佛山楼盘, 低单价, 低总价, 绿化率高",10000,总价77-85(万/套),在售,2室,建面 64-75㎡
建投恒福壹号,禅城,湖景,湖景路建投恒福壹号,"佛山楼盘, 车位充足, 人车分流, 近地铁",33000,总价570-900(万/套),在售,4室,建面 177-236㎡
灯湖首府,禅城,祖庙,佛山大道北48号,"佛山楼盘, 低总价, 人车分流, 小型社区",15000,总价110-160(万/套),在售,"2室, 3室",建面 66-111㎡
鹤山·中汇名庭,鹤山市,鹤山市,鹤山大道鹤山·中汇名庭,"楼盘, 车位充足, 人车分流, 公交直达",7800,总价65-130(万/套),在售,"3室, 4室, 5室",建面 87-133㎡
新华城,鹤山市,鹤山市,鹤山大道新华城,"楼盘, 绿化率高, 人车分流, 公交直达",7500,总价61-170(万/套),在售,"2室, 3室, 4室",建面 78-213㎡
远大建管帝景湾,顺德,伦教,伦常北路远大建管帝景湾,"佛山楼盘, 低总价, 人车分流, 大型社区",13000,总价95-161(万/套),在售,"2室, 3室, 4室",建面 85-140㎡
越秀·御湖台,南海,狮山,兴业北路越秀·御湖台,"佛山楼盘, 车位充足, 人车分流, 国央企",16000,总价150-473(万/套),在售,"3室, 4室",建面 95-240㎡
汇源新都,鹤山市,鹤山市,广东省江门市鹤山市,"楼盘, 绿化率高, 人车分流, 公交直达",5700,总价45-63(万/套),在售,3室,建面 88-100㎡
泰丰千语庭,禅城,澜石,澜石一路泰丰千语庭,"佛山楼盘, 绿化率高, 人车分流, 品牌房企",17500,总价150-200(万/套),在售,"3室, 4室",建面 83-108㎡
明智雅苑,三水,云东海街道,佛山市三水区云东海街道明海路1号,"佛山楼盘, 低单价, 人车分流, 封闭管理",13000,总价80(万/套),在售,1室,建面 89㎡
保利灯湖天珺,南海,盐步,穗盐西路9号,"佛山楼盘, 车位充足, 绿化率高, 国央企",30000,总价280-1000(万/套),在售,"3室, 4室, 5室",建面 100-238㎡
信业汇景台,顺德,龙江,登东公路信业汇景台,"佛山楼盘, 低总价, 人车分流, 封闭管理",18000,总价56(万/套),在售,,
侨银控股银湖湾畔,三水,乐平,新城路南13号,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",13000,总价115-206(万/套),在售,"3室, 4室, 5室",建面 96-173㎡
三龙湾保利和颂,禅城,湖景,广东省佛山市禅城区华祥路,"佛山楼盘, 人车分流, 大型社区, 国央企",22000,总价245-405(万/套),在售,3室,建面 86-143㎡
融佳臻园,三水,西南街道,三水区西南街道塘福路1号,"佛山楼盘, 低总价, 人车分流, 小型社区",9800,总价87-230(万/套),在售,"3室, 4室",建面 89-180㎡
锦绣半岛,南海,狮山,狮山镇办事处小小路1号,"佛山楼盘, 低单价, 低总价, 车位充足",12000,总价176-410(万/套),在售,"3室, 4室",建面 100-205㎡
保利珺悦府,顺德,北滘,北滘新城美的大道站D出口,"佛山楼盘, 车位充足, 人车分流, 国央企",19500,总价480(万/套),在售,4室,建面 119-240㎡
鸿升·春江明月（春江明月花园）,鹤山市,鹤山市,西江大堤鸿升·春江明月,"楼盘, 人车分流, 大型社区, 品牌房企",15000,总价320-332(万/套),在售,6室,建面 202-221㎡
保利珺悦府,顺德,北滘,美的大道保利珺悦府,"佛山楼盘, 车位充足, 人车分流, 国央企",26000,总价550(万/套),在售,4室,建面 196㎡
城发·悦城峯境,禅城,张槎,东平路城发·悦城峯境,"佛山楼盘, 车位充足, 人车分流, 国央企",22000,总价430-800(万/套),在售,"3室, 4室",建面 178-345㎡
樵顺花苑,高明,荷城,大成路樵顺花苑,"佛山楼盘, 人车分流, 小型社区, 小三居",7500,总价71-93(万/套),在售,"3室, 4室",建面 91-120㎡
顺控金地熙悦湾,顺德,勒流,顺德区勒流街道南国西路以南、龙海路以西,"佛山楼盘, 低单价, 低总价, 人车分流",8500,总价75-115(万/套),在售,"2室, 3室, 4室",建面 86-130㎡
华福·金湾水岸,顺德,伦教,广东省佛山市顺德区,"佛山楼盘, 低总价, 人车分流, 封闭管理",13000,总价115-270(万/套),在售,"2室, 4室",建面 94-175㎡
保利天悦,南海,千灯湖,清风西路保利天悦,"佛山楼盘, 车位充足, 人车分流, 国央企",18000,总价130-500(万/套),在售,"1室, 2室, 3室",建面 63-188㎡
锦绣春江花园,鼎湖区,鼎湖,天后路锦绣春江花园,"楼盘, 人车分流, 封闭管理, 旅游地产",6000,总价48-79(万/套),在售,"2室, 3室, 4室",建面 71-126㎡
溪湾华府,高要区,,肇庆市高要区大湾镇平埔开发区怡发工业大道8号,"楼盘, 低单价, 低总价, 绿化率高",4800,总价39-53(万/套),在售,"3室, 4室",建面 94-127㎡
保利天汇,南海,平洲,佛山市南海区清风路桂城街道,"佛山楼盘, 车位充足, 人车分流, 国央企",35000,总价330-1500(万/套),在售,"4室, 5室",建面 128-299㎡
凯景半岛,高明,荷城,苏河路凯景半岛,"佛山楼盘, 人车分流, 小型社区, 公交直达",8000,总价66-90(万/套),在售,"3室, 4室",建面 82-120㎡
啟骏琅逸轩,南海,黄岐,广东省佛山市南海区黄海路26号,"佛山楼盘, 低密居所, 人车分流, 公交直达",22000,总价220(万/套),在售,3室,建面 105㎡
保利三龙湾天珺,禅城,湖景,东平路保利三龙湾天珺,"佛山楼盘, 车位充足, 人车分流, 国央企",40000,总价970-1600(万/套),在售,"4室, 5室",建面 192-354㎡
越秀星汇文瀚,南海,平洲,夏东路越秀星汇文瀚,"佛山楼盘, 人车分流, 小型社区, 国央企",23000,总价175-275(万/套),在售,"3室, 4室",建面 85-115㎡
融基齐家湖壹号,三水,乐平,佛山市三水区乐平镇儒家天下文化公园旁,"佛山楼盘, 特价好房, 车位充足, 绿化率高",9500,总价95-170(万/套),在售,"3室, 4室",建面 98-178㎡
天樾华园,禅城,澜石,广东省佛山市禅城区黎明路8号,"佛山楼盘, 低总价, 车位充足, 绿化率高",15500,总价140-238(万/套),在售,"3室, 4室",建面 93-139㎡
君汇熙庭,四会,,汇林路君汇熙庭,"楼盘, 低总价, 人车分流, 大型社区",6800,总价45-55(万/套),在售,"2室, 3室",建面 67-108㎡
城发灯湖悦园,禅城,祖庙,佛山市禅城区海五路与货站路交汇处,"佛山楼盘, 人车分流, 大型社区, 国央企",16000,总价135-200(万/套),在售,"2室, 3室, 4室",建面 83-118㎡
保利新汇城,禅城,祖庙,广东省佛山市禅城区佛罗路45号,"佛山楼盘, 人车分流, 大型社区, 国央企",25000,总价170(万/套),在售,,
捷和广场三期水溋坊,三水,云东海街道,南丰大道捷和广场三期水溋坊,"佛山楼盘, 低总价, 绿化率高, 人车分流",8600,总价68-118(万/套),在售,"2室, 3室, 4室",建面 80-119㎡
东建映月湖壹号,南海,平洲,和洲路东建映月湖壹号,"佛山楼盘, 车位充足, 人车分流, 品牌房企",35000,总价500-1300(万/套),在售,"4室, 5室",建面 160-320㎡
华侨城天鹅堡二期,顺德,大良东区,佛山市顺德区大良街道欢乐大道2号,"佛山楼盘, 车位充足, 人车分流, 国央企",22000,总价240-820(万/套),在售,"3室, 4室, 5室",建面 109-315㎡
建发融创和玺,三水,云东海街道,广东省佛山市三水区韵丰路,"佛山楼盘, 人车分流, 封闭管理, 国央企",25000,总价60-160(万/套),在售,1室,建面 16-81㎡
顺控•桂樾台,顺德,容桂,文海西路12号,"佛山楼盘, 优惠楼盘, 低单价, 封闭管理",9500,总价85-125(万/套),在售,"2室, 3室",建面 89-125㎡
九峯台,高明,荷城,高明区荷城街道秀湾路88号,"佛山楼盘, 车位充足, 人车分流, 公交直达",9500,总价156-190(万/套),在售,4室,建面 165-200㎡
北岸美庐,顺德,乐从,佛山市顺德区沙滘北村美景路1号,"佛山楼盘, 低单价, 人车分流, 封闭管理",10000,总价128-400(万/套),在售,"3室, 4室, 6室",建面 107-350㎡
顺伦海心明月,顺德,伦教,顺德区彩虹路与奋业路交叉口东北120米,"佛山楼盘, 低单价, 低总价, 人车分流",11000,总价75-140(万/套),在售,"2室, 3室",建面 75-120㎡
保利琅悦,南海,桂城,南海-石啃/桂澜路保利琅悦,"佛山楼盘, 人车分流, 大型社区, 国央企",25000,总价210-520(万/套),在售,"3室, 4室",建面 89-173㎡
建发灯湖天峯,南海,大沥,广东省佛山市南海区新村大街23巷,"佛山楼盘, 绿化率高, 人车分流, 国央企",32000,总价400-500(万/套),在售,4室,建面 131-151㎡
建发灯湖缦云,南海,盐步,岳利沙路建发灯湖缦云,"佛山楼盘, 车位充足, 人车分流, 国央企",45000,总价700-2000(万/套),在售,"4室, 5室",建面 175-338㎡
华侨城半月岛纯水岸,禅城,湖景,东平路华侨城半月岛纯水岸,"佛山楼盘, 人车分流, 封闭管理, 国央企",31000,总价350-873(万/套),在售,4室,建面 140-227㎡
万科世纪灯湖·瑧府,南海,千灯湖,华翠北路万科瑧府,"佛山楼盘, 车位充足, 绿化率高, 国央企",50000,总价600-1100(万/套),在售,"3室, 4室",建面 143-237㎡
滨江嘉苑,端州区,,二塔路滨江嘉苑,"楼盘, 人车分流, 小型社区, 公交直达",9800,总价110-140(万/套),在售,"3室, 4室",建面 102-139㎡
保利和著,南海,平洲,深海路保利和著,"佛山楼盘, 车位充足, 人车分流, 国央企",24000,总价270-490(万/套),在售,4室,建面 119-163㎡
裕桂楼,南海,桂城,广东省佛山市南海区南新一路9号,"佛山楼盘, 人车分流, 小型社区, 近地铁",20000,总价180-220(万/套),在售,"2室, 3室",建面 91-114㎡
汇景园,鼎湖区,鼎湖,民乐大道汇景园,"楼盘, 低单价, 低总价, 绿化率高",5200,总价46-65(万/套),在售,"3室, 4室",建面 87-117㎡
丽江蓝湾,高要区,,文峰路丽江蓝湾,"楼盘, 低单价, 低总价, 人车分流",4900,总价35-45(万/套),在售,"2室, 3室",建面 67-84㎡
怡亚通珑樾,禅城,岭南大道,文华中路怡亚通珑樾,"佛山楼盘, 车位充足, 低密居所, 国央企",22000,总价275-315(万/套),在售,3室,建面 123-142㎡
新希望悦珑湾,顺德,陈村,广东省佛山市顺德区,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",25000,总价139(万/套),在售,,
颐安·雍悦华府,三水,北江新区,三水区西南街道口岸达到22号,"佛山楼盘, 人车分流, 封闭管理, 品牌房企",20000,总价50-160(万/套),在售,1室,建面 23-97㎡
顺控博悦湾新翼,顺德,顺德碧桂园,佛山顺德北滘碧桂园社区科贤路1号,"佛山楼盘, 低单价, 低总价, 人车分流",11000,总价166-186(万/套),在售,4室,建面 123-138㎡
中盛龙骧水岸,南海,大沥,佛山南海大沥广佛路太平牌坊旁,"佛山楼盘, 人车分流, 小型社区, 品牌房企",15500,总价150-203(万/套),在售,"2室, 3室",建面 88-118㎡
